store_id,model,configuration,season_length,order,cv_folds,mean_rmse,mean_mape_percent,median_rmse,median_mape_percent,selection_basis
1,feature_gbm,"HistGradientBoostingRegressor(learning_rate=0.1, max_iter=200, max_depth=3, min_samples_leaf=5, l2_regularization=1.0, early_stopping=False, random_state=0)",,,3,3804.0050816525677,8.616425283191214,3622.811068116118,8.991477549493307,lowest mean CV RMSE; mean CV MAPE used as secondary tie-break
2,feature_gbm,"HistGradientBoostingRegressor(learning_rate=0.1, max_iter=200, max_depth=3, min_samples_leaf=5, l2_regularization=1.0, early_stopping=False, random_state=0)",,,3,620.5060701943355,8.356297247205573,504.5683539877988,6.43877479167981,lowest mean CV RMSE; mean CV MAPE used as secondary tie-break
3,feature_gbm,"HistGradientBoostingRegressor(learning_rate=0.1, max_iter=200, max_depth=3, min_samples_leaf=5, l2_regularization=1.0, early_stopping=False, random_state=0)",,,3,599.4431234127347,9.261032875956028,441.635754977765,6.167304568030934,lowest mean CV RMSE; mean CV MAPE used as secondary tie-break
4,seasonal_naive,season_length=7,7,,1,3908.9523101702803,12.123317319520611,3908.9523101702803,12.123317319520611,lowest mean CV RMSE; mean CV MAPE used as secondary tie-break
